dep,jour,hosp_t,rea_somme,dc_somme
64,2020-03-24,21,7,1
64,2020-03-25,31,10,3
64,2020-03-26,39,12,4
64,2020-03-27,52,16,5
64,2020-03-28,55,18,6
64,2020-03-29,60,22,6
64,2020-03-30,63,24,9
64,2020-03-31,76,32,10
64,2020-04-01,75,33,10
64,2020-04-02,76,38,12
64,2020-04-03,79,39,13
64,2020-04-04,82,40,13
64,2020-04-05,79,40,14
64,2020-04-06,87,40,15
64,2020-04-07,83,41,15
64,2020-04-08,90,43,16
64,2020-04-09,99,44,16
64,2020-04-10,98,45,18
64,2020-04-11,93,45,18
64,2020-04-12,94,45,20
64,2020-04-13,93,45,21
64,2020-04-14,92,45,22
64,2020-04-15,89,46,22
64,2020-04-16,85,46,22
64,2020-04-17,85,46,24
64,2020-04-18,78,46,24
64,2020-04-19,77,46,24
64,2020-04-20,78,46,24
64,2020-04-21,78,46,24
64,2020-04-22,76,46,24
64,2020-04-23,71,46,24
64,2020-04-24,71,47,24
64,2020-04-25,66,47,25
64,2020-04-26,64,47,26
64,2020-04-27,64,47,27
64,2020-04-28,58,47,29
64,2020-04-29,50,47,29
64,2020-04-30,49,47,29
64,2020-05-01,44,47,29
64,2020-05-02,44,47,29
64,2020-05-03,45,48,29
64,2020-05-04,46,48,29
64,2020-05-05,44,48,29
65,2020-03-19,2,1,0
65,2020-03-20,2,1,0
65,2020-03-21,5,1,0
65,2020-03-22,6,1,0
65,2020-03-23,7,1,0
65,2020-03-24,5,1,0
65,2020-03-25,6,2,0
65,2020-03-26,14,2,1
65,2020-03-27,16,3,1
65,2020-03-28,21,5,1
65,2020-03-29,25,5,1
65,2020-03-30,29,7,1
65,2020-03-31,28,7,1
65,2020-04-01,39,7,1
65,2020-04-02,41,7,3
65,2020-04-03,42,7,3
65,2020-04-04,45,7,5
65,2020-04-05,55,10,7
65,2020-04-06,58,10,7
65,2020-04-07,61,10,7
65,2020-04-08,66,11,7
65,2020-04-09,68,11,7
65,2020-04-10,72,11,7
65,2020-04-11,78,11,8
65,2020-04-12,88,12,8
65,2020-04-13,88,12,10
65,2020-04-14,89,12,12
65,2020-04-15,89,12,14
65,2020-04-16,86,12,14
65,2020-04-17,84,12,14
65,2020-04-18,82,12,14
65,2020-04-19,83,12,14
65,2020-04-20,89,12,16
65,2020-04-21,83,12,17
65,2020-04-22,82,12,18
65,2020-04-23,80,12,18
65,2020-04-24,82,12,19
65,2020-04-25,82,12,19
65,2020-04-26,81,12,19
65,2020-04-27,79,12,19
65,2020-04-28,77,12,20
65,2020-04-29,77,12,20
65,2020-04-30,75,13,20
65,2020-05-01,71,13,20
65,2020-05-02,72,13,20
65,2020-05-03,71,13,21
65,2020-05-04,72,13,22
65,2020-05-05,64,13,22
66,2020-03-19,14,9,3
66,2020-03-20,20,15,4
66,2020-03-21,20,16,5
66,2020-03-22,61,24,5
66,2020-03-23,81,28,6
66,2020-03-24,90,34,7
66,2020-03-25,99,38,7
66,2020-03-26,114,45,8
66,2020-03-27,117,47,9
66,2020-03-28,131,51,9
66,2020-03-29,139,54,11
66,2020-03-30,140,61,13
66,2020-03-31,140,65,14
66,2020-04-01,133,69,15
66,2020-04-02,133,69,16
66,2020-04-03,125,71,16
66,2020-04-04,130,74,17
66,2020-04-05,128,74,17
66,2020-04-06,130,75,18
66,2020-04-07,124,80,20
66,2020-04-08,119,81,20
66,2020-04-09,115,82,20
66,2020-04-10,109,86,21
66,2020-04-11,108,86,22
66,2020-04-12,108,86,23
66,2020-04-13,102,86,23
66,2020-04-14,94,86,23
66,2020-04-15,85,87,24
66,2020-04-16,78,87,24
66,2020-04-17,71,87,25
66,2020-04-18,66,87,25
66,2020-04-19,67,88,25
66,2020-04-20,66,88,26
66,2020-04-21,64,89,26
66,2020-04-22,62,89,26
66,2020-04-23,63,89,28
66,2020-04-24,62,89,29
66,2020-04-25,60,89,29
66,2020-04-26,59,89,29
66,2020-04-27,58,89,30
66,2020-04-28,56,89,31
66,2020-04-29,56,89,32
66,2020-04-30,52,89,34
66,2020-05-01,51,89,34
66,2020-05-02,51,89,34
66,2020-05-03,50,89,34
66,2020-05-04,51,89,34
66,2020-05-05,47,89,35
67,2020-03-19,126,32,8
67,2020-03-20,153,38,14
67,2020-03-21,206,56,17
67,2020-03-22,275,72,28
67,2020-03-23,331,100,36
67,2020-03-24,399,129,55
67,2020-03-25,472,156,69
67,2020-03-26,513,183,82
67,2020-03-27,575,218,98
67,2020-03-28,624,235,109
67,2020-03-29,680,254,127
67,2020-03-30,717,277,145
67,2020-03-31,792,313,172
67,2020-04-01,845,347,199
67,2020-04-02,881,369,217
67,2020-04-03,926,401,247
67,2020-04-04,949,424,258
67,2020-04-05,982,436,273
67,2020-04-06,989,446,284
67,2020-04-07,998,457,302
67,2020-04-08,998,477,317
67,2020-04-09,1017,484,331
67,2020-04-10,1034,495,342
67,2020-04-11,1038,497,345
67,2020-04-12,1033,503,352
67,2020-04-13,1037,503,357
67,2020-04-14,1054,509,375
67,2020-04-15,1015,512,388
67,2020-04-16,995,524,397
67,2020-04-17,974,535,415
67,2020-04-18,968,539,425
67,2020-04-19,965,542,430
67,2020-04-20,980,547,436
67,2020-04-21,986,551,451
67,2020-04-22,956,553,464
67,2020-04-23,893,559,474
67,2020-04-24,872,560,481
67,2020-04-25,880,564,485
67,2020-04-26,872,564,491
67,2020-04-27,885,572,498
67,2020-04-28,869,573,508
67,2020-04-29,851,578,514
67,2020-04-30,835,580,520
67,2020-05-01,805,584,535
67,2020-05-02,795,584,545
67,2020-05-03,786,584,547
67,2020-05-04,780,587,552
67,2020-05-05,776,589,555
68,2020-03-19,96,10,18
68,2020-03-20,145,28,31
68,2020-03-21,169,36,51
68,2020-03-22,189,44,67
68,2020-03-23,290,64,89
68,2020-03-24,393,79,122
68,2020-03-25,485,100,174
68,2020-03-26,570,128,207
68,2020-03-27,670,146,229
68,2020-03-28,699,164,265
68,2020-03-29,754,180,289
68,2020-03-30,837,205,325
68,2020-03-31,869,238,361
68,2020-04-01,923,256,387
68,2020-04-02,961,274,413
68,2020-04-03,980,296,437
68,2020-04-04,922,304,454
68,2020-04-05,920,314,467
68,2020-04-06,948,331,508
68,2020-04-07,972,346,526
68,2020-04-08,956,363,549
68,2020-04-09,934,372,568
68,2020-04-10,962,377,586
68,2020-04-11,960,388,592
68,2020-04-12,963,394,604
68,2020-04-13,957,398,611
68,2020-04-14,979,408,624
68,2020-04-15,947,414,638
68,2020-04-16,888,422,662
68,2020-04-17,894,426,664
68,2020-04-18,873,430,669
68,2020-04-19,856,431,671
68,2020-04-20,869,438,676
68,2020-04-21,858,441,682
68,2020-04-22,821,451,686
68,2020-04-23,819,456,689
68,2020-04-24,817,460,694
68,2020-04-25,781,464,697
68,2020-04-26,783,469,704
68,2020-04-27,788,475,712
68,2020-04-28,754,478,718
68,2020-04-29,727,480,722
68,2020-04-30,721,481,731
68,2020-05-01,702,483,733
68,2020-05-02,689,487,737
68,2020-05-03,686,489,741
68,2020-05-04,716,492,746
68,2020-05-05,690,503,757
69,2020-03-19,181,28,17
69,2020-03-20,200,37,19
69,2020-03-21,264,44,21
69,2020-03-22,303,52,27
69,2020-03-23,397,74,34
69,2020-03-24,450,96,42
69,2020-03-25,549,138,52
69,2020-03-26,639,158,66
69,2020-03-27,746,195,83
69,2020-03-28,879,261,97
69,2020-03-29,942,297,112
69,2020-03-30,1028,347,125
69,2020-03-31,1108,375,134
69,2020-04-01,1174,409,155
69,2020-04-02,1216,433,175
69,2020-04-03,1279,457,186
69,2020-04-04,1293,484,200
69,2020-04-05,1336,517,216
69,2020-04-06,1331,530,236
69,2020-04-07,1302,546,253
69,2020-04-08,1295,560,277
69,2020-04-09,1347,572,287
69,2020-04-10,1346,583,300
69,2020-04-11,1403,598,310
69,2020-04-12,1408,602,315
69,2020-04-13,1420,611,325
69,2020-04-14,1431,617,341
69,2020-04-15,1427,631,360
69,2020-04-16,1435,645,374
69,2020-04-17,1451,653,382
69,2020-04-18,1442,661,396
69,2020-04-19,1465,667,404
69,2020-04-20,1453,674,422
69,2020-04-21,1442,684,437
69,2020-04-22,1436,689,443
69,2020-04-23,1438,693,450
69,2020-04-24,1430,700,460
69,2020-04-25,1445,703,467
69,2020-04-26,1444,703,474
69,2020-04-27,1425,709,487
69,2020-04-28,1384,711,497
69,2020-04-29,1366,714,508
69,2020-04-30,1369,717,520
69,2020-05-01,1363,727,529
69,2020-05-02,1372,733,534
69,2020-05-03,1377,735,538
69,2020-05-04,1358,736,545
69,2020-05-05,1335,739,552
70,2020-03-19,7,2,0
70,2020-03-20,13,3,0
70,2020-03-21,15,5,0
70,2020-03-22,15,5,0
70,2020-03-23,16,6,0
70,2020-03-24,26,13,3
70,2020-03-25,35,20,6
70,2020-03-26,54,24,6
70,2020-03-27,60,27,6
70,2020-03-28,57,28,9
70,2020-03-29,59,29,10
70,2020-03-30,60,31,14
70,2020-03-31,69,37,20
70,2020-04-01,70,40,23
70,2020-04-02,79,43,29
70,2020-04-03,82,43,31
70,2020-04-04,81,45,34
70,2020-04-05,82,48,38
70,2020-04-06,82,49,45
70,2020-04-07,85,51,46
70,2020-04-08,89,53,46
70,2020-04-09,93,53,46
70,2020-04-10,89,53,48
70,2020-04-11,86,53,49
70,2020-04-12,84,53,50
70,2020-04-13,84,54,51
70,2020-04-14,93,56,52
70,2020-04-15,84,56,57
70,2020-04-16,84,56,58
70,2020-04-17,85,57,59
70,2020-04-18,87,57,59
70,2020-04-19,87,57,59
70,2020-04-20,82,59,61
70,2020-04-21,82,59,61
70,2020-04-22,81,59,63
70,2020-04-23,80,59,64
70,2020-04-24,95,59,64
70,2020-04-25,92,59,67
70,2020-04-26,93,59,68
70,2020-04-27,81,59,68
70,2020-04-28,78,59,68
70,2020-04-29,75,59,70
70,2020-04-30,76,59,70
70,2020-05-01,75,59,70
70,2020-05-02,74,59,71
70,2020-05-03,73,59,72
70,2020-05-04,71,59,74
70,2020-05-05,72,60,74
71,2020-03-19,9,1,2
71,2020-03-20,15,3,3
71,2020-03-21,14,4,5
71,2020-03-22,26,4,7
71,2020-03-23,44,5,8
71,2020-03-24,50,10,15
71,2020-03-25,67,13,20
71,2020-03-26,107,16,24
71,2020-03-27,122,20,27
71,2020-03-28,139,24,29
71,2020-03-29,145,25,31
71,2020-03-30,147,35,38
71,2020-03-31,156,37,43
71,2020-04-01,160,45,46
71,2020-04-02,155,49,49
71,2020-04-03,147,52,56
71,2020-04-04,148,55,59
71,2020-04-05,157,55,61
71,2020-04-06,177,58,65
71,2020-04-07,177,62,70
71,2020-04-08,180,67,71
71,2020-04-09,184,70,77
71,2020-04-10,180,72,85
71,2020-04-11,174,73,87
71,2020-04-12,175,76,88
71,2020-04-13,176,78,88
71,2020-04-14,180,78,93
71,2020-04-15,189,79,100
71,2020-04-16,191,80,109
71,2020-04-17,204,81,111
71,2020-04-18,205,83,112
71,2020-04-19,202,86,116
71,2020-04-20,210,87,119
71,2020-04-21,204,90,131
71,2020-04-22,221,92,133
71,2020-04-23,225,92,137
71,2020-04-24,211,93,142
71,2020-04-25,219,93,143
71,2020-04-26,220,94,145
71,2020-04-27,228,95,150
71,2020-04-28,243,97,153
71,2020-04-29,253,97,156
71,2020-04-30,256,99,157
71,2020-05-01,249,99,157
71,2020-05-02,249,99,158
71,2020-05-03,249,102,161
71,2020-05-04,244,102,164
71,2020-05-05,245,102,164
72,2020-03-19,-1,0,0
72,2020-03-20,-1,0,0
72,2020-03-21,2,0,0
72,2020-03-22,6,1,0
72,2020-03-23,11,2,1
72,2020-03-24,14,3,1
72,2020-03-25,17,4,1
72,2020-03-26,33,7,2
72,2020-03-27,46,13,3
72,2020-03-28,75,19,4
72,2020-03-29,93,20,5
72,2020-03-30,109,26,6
72,2020-03-31,113,28,10
72,2020-04-01,115,33,14
72,2020-04-02,122,34,17
72,2020-04-03,122,36,19
72,2020-04-04,119,36,19
72,2020-04-05,123,38,20
72,2020-04-06,121,38,22
72,2020-04-07,127,41,22
72,2020-04-08,131,42,23
72,2020-04-09,146,42,24
72,2020-04-10,150,43,25
72,2020-04-11,154,47,26
72,2020-04-12,158,48,28
72,2020-04-13,162,48,28
72,2020-04-14,153,50,34
72,2020-04-15,153,50,34
72,2020-04-16,152,50,35
72,2020-04-17,150,50,36
72,2020-04-18,151,53,37
72,2020-04-19,152,53,39
72,2020-04-20,156,53,42
72,2020-04-21,152,53,43
72,2020-04-22,154,53,44
72,2020-04-23,158,55,45
72,2020-04-24,160,55,48
72,2020-04-25,161,56,49
72,2020-04-26,166,57,49
72,2020-04-27,159,57,51
72,2020-04-28,154,57,54
72,2020-04-29,147,57,56
72,2020-04-30,141,57,56
72,2020-05-01,149,57,56
72,2020-05-02,151,58,56
72,2020-05-03,151,58,58
72,2020-05-04,148,58,62
72,2020-05-05,145,59,63
73,2020-03-19,5,2,0
73,2020-03-20,9,2,0
73,2020-03-21,11,2,0
73,2020-03-22,19,3,0
73,2020-03-23,19,5,1
73,2020-03-24,22,6,1
73,2020-03-25,36,8,2
73,2020-03-26,46,14,2
73,2020-03-27,53,16,3
73,2020-03-28,59,18,3
73,2020-03-29,76,19,4
73,2020-03-30,80,26,5
73,2020-03-31,95,32,5
73,2020-04-01,107,36,6
73,2020-04-02,111,40,14
73,2020-04-03,104,42,15
73,2020-04-04,108,42,15
73,2020-04-05,111,42,16
73,2020-04-06,111,44,19
73,2020-04-07,118,46,20
73,2020-04-08,117,46,21
73,2020-04-09,116,48,21
73,2020-04-10,115,48,24
73,2020-04-11,110,48,24
73,2020-04-12,110,49,24
73,2020-04-13,113,51,25
73,2020-04-14,98,51,29
73,2020-04-15,95,55,29
73,2020-04-16,95,56,31
73,2020-04-17,94,56,32
73,2020-04-18,90,57,33
73,2020-04-19,92,57,33
73,2020-04-20,91,60,37
73,2020-04-21,92,61,39
73,2020-04-22,89,61,40
73,2020-04-23,86,62,41
73,2020-04-24,89,62,42
73,2020-04-25,90,62,42
73,2020-04-26,89,62,42
73,2020-04-27,89,62,42
73,2020-04-28,85,64,42
73,2020-04-29,81,64,42
73,2020-04-30,77,64,43
73,2020-05-01,73,64,45
73,2020-05-02,72,64,46
73,2020-05-03,73,64,46
73,2020-05-04,71,64,49
73,2020-05-05,71,65,53
74,2020-03-19,6,2,1
74,2020-03-20,25,2,1
74,2020-03-21,33,3,2
74,2020-03-22,45,6,4
74,2020-03-23,65,14,7
74,2020-03-24,67,21,9
74,2020-03-25,91,27,10
74,2020-03-26,112,34,11
74,2020-03-27,139,41,14
74,2020-03-28,155,46,18
74,2020-03-29,190,58,21
74,2020-03-30,222,68,22
74,2020-03-31,228,77,25
74,2020-04-01,233,88,34
74,2020-04-02,236,96,41
74,2020-04-03,256,101,47
74,2020-04-04,246,104,50
74,2020-04-05,276,114,51
74,2020-04-06,273,119,59
74,2020-04-07,267,126,63
74,2020-04-08,262,129,68
74,2020-04-09,265,132,72
74,2020-04-10,264,133,74
74,2020-04-11,264,135,80
74,2020-04-12,267,135,83
74,2020-04-13,270,137,84
74,2020-04-14,275,137,84
74,2020-04-15,276,138,86
74,2020-04-16,254,141,95
74,2020-04-17,242,142,99
74,2020-04-18,257,144,101
74,2020-04-19,258,144,106
74,2020-04-20,244,145,114
74,2020-04-21,240,149,117
74,2020-04-22,236,149,118
74,2020-04-23,220,149,122
74,2020-04-24,208,150,122
74,2020-04-25,202,150,125
74,2020-04-26,202,150,127
74,2020-04-27,199,150,130
74,2020-04-28,196,151,134
74,2020-04-29,186,152,137
74,2020-04-30,187,153,137
74,2020-05-01,187,153,138
74,2020-05-02,187,153,138
74,2020-05-03,183,153,141
74,2020-05-04,185,154,143
74,2020-05-05,183,154,147
75,2020-03-19,123,42,11
75,2020-03-20,210,63,16
75,2020-03-21,308,100,23
75,2020-03-22,424,132,27
75,2020-03-23,558,162,45
75,2020-03-24,711,230,66
75,2020-03-25,935,298,98
75,2020-03-26,1127,370,126
75,2020-03-27,1278,449,168
75,2020-03-28,1530,529,199
75,2020-03-29,1731,600,224
75,2020-03-30,1820,655,293
75,2020-03-31,2048,743,350
75,2020-04-01,2254,833,392
75,2020-04-02,2435,928,443
75,2020-04-03,2535,993,501
75,2020-04-04,2667,1070,537
75,2020-04-05,2757,1126,582
75,2020-04-06,2856,1197,636
75,2020-04-07,2931,1257,674
75,2020-04-08,2969,1319,724
75,2020-04-09,2999,1363,762
75,2020-04-10,3030,1428,831
75,2020-04-11,3089,1459,863
75,2020-04-12,3118,1502,908
75,2020-04-13,3137,1532,956
75,2020-04-14,3167,1565,1001
75,2020-04-15,3121,1605,1053
75,2020-04-16,3074,1628,1089
75,2020-04-17,3078,1664,1132
75,2020-04-18,3041,1695,1160
75,2020-04-19,2974,1705,1194
75,2020-04-20,2989,1721,1241
75,2020-04-21,2941,1750,1276
75,2020-04-22,2883,1768,1293
75,2020-04-23,2809,1780,1315
75,2020-04-24,2750,1803,1332
75,2020-04-25,2705,1824,1351
75,2020-04-26,2694,1829,1372
75,2020-04-27,2656,1846,1393
75,2020-04-28,2610,1862,1428
75,2020-04-29,2539,1877,1454
75,2020-04-30,2494,1891,1475
75,2020-05-01,2455,1897,1480
75,2020-05-02,2409,1903,1495
75,2020-05-03,2399,1920,1503
75,2020-05-04,2384,1937,1527
75,2020-05-05,2344,1950,1552
76,2020-03-19,10,4,1
76,2020-03-20,22,5,2
76,2020-03-21,38,9,2
76,2020-03-22,48,12,4
76,2020-03-23,61,15,5
76,2020-03-24,78,21,9
76,2020-03-25,109,32,10
76,2020-03-26,137,48,11
76,2020-03-27,161,62,13
76,2020-03-28,206,76,15
76,2020-03-29,255,89,19
76,2020-03-30,262,99,21
76,2020-03-31,305,119,31
76,2020-04-01,305,128,35
76,2020-04-02,335,143,41
76,2020-04-03,338,151,50
76,2020-04-04,350,159,52
76,2020-04-05,358,164,57
76,2020-04-06,365,170,62
76,2020-04-07,365,177,68
76,2020-04-08,345,181,77
76,2020-04-09,339,188,82
76,2020-04-10,345,193,88
76,2020-04-11,339,198,91
76,2020-04-12,330,199,94
76,2020-04-13,335,205,99
76,2020-04-14,331,209,103
76,2020-04-15,327,209,104
76,2020-04-16,325,212,109
76,2020-04-17,318,217,113
76,2020-04-18,319,219,115
76,2020-04-19,315,224,120
76,2020-04-20,325,227,120
76,2020-04-21,310,228,126
76,2020-04-22,306,230,128
76,2020-04-23,297,231,131
76,2020-04-24,296,231,134
76,2020-04-25,293,232,135
76,2020-04-26,283,235,140
76,2020-04-27,280,237,142
76,2020-04-28,285,241,148
76,2020-04-29,263,241,153
76,2020-04-30,266,241,155
76,2020-05-01,255,241,156
76,2020-05-02,252,241,157
76,2020-05-03,252,241,157
76,2020-05-04,250,243,158
76,2020-05-05,247,245,160
77,2020-03-19,34,13,1
77,2020-03-20,60,22,2
77,2020-03-21,84,30,5
77,2020-03-22,118,40,5
77,2020-03-23,146,57,5
77,2020-03-24,170,76,13
77,2020-03-25,219,95,17
77,2020-03-26,274,122,22
77,2020-03-27,331,146,24
77,2020-03-28,401,160,34
77,2020-03-29,435,166,36
77,2020-03-30,485,191,48
77,2020-03-31,555,216,66
77,2020-04-01,591,241,84
77,2020-04-02,643,269,98
77,2020-04-03,718,290,110
77,2020-04-04,699,306,124
77,2020-04-05,735,316,129
77,2020-04-06,721,335,152
77,2020-04-07,764,355,164
77,2020-04-08,751,370,182
77,2020-04-09,767,382,202
77,2020-04-10,795,397,218
77,2020-04-11,816,402,228
77,2020-04-12,830,409,235
77,2020-04-13,846,417,245
77,2020-04-14,849,431,274
77,2020-04-15,857,437,292
77,2020-04-16,866,444,312
77,2020-04-17,870,453,331
77,2020-04-18,793,459,358
77,2020-04-19,801,461,369
77,2020-04-20,783,468,387
77,2020-04-21,758,472,406
77,2020-04-22,743,482,427
77,2020-04-23,715,487,436
77,2020-04-24,715,494,447
77,2020-04-25,721,497,451
77,2020-04-26,708,503,458
77,2020-04-27,700,505,468
77,2020-04-28,684,509,481
77,2020-04-29,676,513,496
77,2020-04-30,679,524,500
77,2020-05-01,678,525,506
77,2020-05-02,674,529,512
77,2020-05-03,666,529,516
77,2020-05-04,653,529,533
77,2020-05-05,640,532,538
78,2020-03-19,49,7,2
78,2020-03-20,67,13,7
78,2020-03-21,109,24,9
78,2020-03-22,144,28,9
78,2020-03-23,168,37,12
78,2020-03-24,240,62,20
78,2020-03-25,280,78,32
78,2020-03-26,360,94,38
78,2020-03-27,402,103,48
78,2020-03-28,460,124,56
78,2020-03-29,507,131,64
78,2020-03-30,548,149,75
78,2020-03-31,663,173,94
78,2020-04-01,771,193,115
78,2020-04-02,804,208,133
78,2020-04-03,831,224,151
78,2020-04-04,891,235,164
78,2020-04-05,892,235,171
78,2020-04-06,953,242,191
78,2020-04-07,986,252,205
78,2020-04-08,1026,264,215
78,2020-04-09,1014,269,231
78,2020-04-10,1021,281,246
78,2020-04-11,1039,284,255
78,2020-04-12,1045,289,265
78,2020-04-13,1049,290,274
78,2020-04-14,1030,293,291
78,2020-04-15,1014,295,305
78,2020-04-16,994,298,316
78,2020-04-17,982,300,327
78,2020-04-18,899,305,333
78,2020-04-19,911,308,333
78,2020-04-20,916,313,356
78,2020-04-21,902,322,370
78,2020-04-22,906,322,377
78,2020-04-23,875,327,386
78,2020-04-24,873,332,398
78,2020-04-25,862,334,400
78,2020-04-26,870,338,401
78,2020-04-27,865,340,408
78,2020-04-28,873,341,422
78,2020-04-29,866,341,425
78,2020-04-30,843,343,428
78,2020-05-01,834,343,431
78,2020-05-02,844,344,432
78,2020-05-03,847,346,433
78,2020-05-04,844,346,438
78,2020-05-05,814,346,443
79,2020-03-19,3,1,0
79,2020-03-20,6,1,0
79,2020-03-21,8,1,0
79,2020-03-22,9,1,1
79,2020-03-23,9,1,1
79,2020-03-24,10,1,1
79,2020-03-25,12,1,1
79,2020-03-26,16,1,1
79,2020-03-27,17,1,2
79,2020-03-28,18,1,2
79,2020-03-29,23,4,2
79,2020-03-30,23,4,2
79,2020-03-31,26,6,2
79,2020-04-01,29,6,2
79,2020-04-02,25,6,5
79,2020-04-03,24,7,6
79,2020-04-04,21,7,8
79,2020-04-05,23,7,8
79,2020-04-06,24,7,8
79,2020-04-07,28,7,8
79,2020-04-08,29,8,9
79,2020-04-09,32,9,9
79,2020-04-10,34,12,9
79,2020-04-11,34,12,9
79,2020-04-12,31,12,10
79,2020-04-13,32,13,10
79,2020-04-14,33,13,10
79,2020-04-15,30,13,12
79,2020-04-16,31,13,12
79,2020-04-17,32,13,12
79,2020-04-18,33,13,12
79,2020-04-19,32,13,13
79,2020-04-20,32,13,13
79,2020-04-21,30,13,14
79,2020-04-22,28,13,14
79,2020-04-23,26,14,14
79,2020-04-24,25,14,14
79,2020-04-25,27,14,14
79,2020-04-26,29,15,14
79,2020-04-27,28,15,15
79,2020-04-28,29,15,15
79,2020-04-29,28,15,16
79,2020-04-30,23,15,17
79,2020-05-01,21,15,17
79,2020-05-02,20,15,19
79,2020-05-03,20,15,19
79,2020-05-04,20,15,19
79,2020-05-05,21,15,19
80,2020-03-19,24,6,1
80,2020-03-20,45,14,2
80,2020-03-21,65,19,7
80,2020-03-22,83,23,7
80,2020-03-23,95,25,8
80,2020-03-24,109,28,12
80,2020-03-25,129,32,15
80,2020-03-26,136,38,19
80,2020-03-27,145,39,21
80,2020-03-28,183,46,25
80,2020-03-29,204,51,30
80,2020-03-30,219,60,35
80,2020-03-31,232,69,44
80,2020-04-01,250,72,47
80,2020-04-02,272,76,48
80,2020-04-03,311,80,54
80,2020-04-04,323,90,68
80,2020-04-05,339,96,76
80,2020-04-06,354,100,89
80,2020-04-07,341,104,95
80,2020-04-08,343,108,101
80,2020-04-09,356,115,104
80,2020-04-10,350,117,110
80,2020-04-11,344,123,118
80,2020-04-12,341,123,122
80,2020-04-13,354,125,126
80,2020-04-14,359,128,129
80,2020-04-15,349,129,134
80,2020-04-16,349,131,136
80,2020-04-17,348,131,139
80,2020-04-18,344,133,145
80,2020-04-19,349,134,148
80,2020-04-20,343,134,151
80,2020-04-21,328,135,152
80,2020-04-22,332,138,159
80,2020-04-23,330,140,161
80,2020-04-24,313,142,164
80,2020-04-25,315,144,166
80,2020-04-26,320,148,168
80,2020-04-27,323,148,172
80,2020-04-28,311,148,175
80,2020-04-29,297,149,175
80,2020-04-30,293,150,177
80,2020-05-01,283,151,178
80,2020-05-02,278,151,179
80,2020-05-03,277,151,182
80,2020-05-04,275,151,183
80,2020-05-05,272,151,186
81,2020-03-19,2,1,0
81,2020-03-20,3,1,0
81,2020-03-21,3,1,1
81,2020-03-22,4,1,1
81,2020-03-23,4,3,1
81,2020-03-24,5,3,1
81,2020-03-25,12,7,1
81,2020-03-26,19,10,1
81,2020-03-27,21,12,1
81,2020-03-28,26,14,1
81,2020-03-29,33,18,1
81,2020-03-30,34,19,2
81,2020-03-31,38,19,2
81,2020-04-01,47,22,3
81,2020-04-02,52,27,3
81,2020-04-03,55,27,3
81,2020-04-04,56,28,3
81,2020-04-05,56,30,4
81,2020-04-06,51,32,5
81,2020-04-07,54,36,5
81,2020-04-08,54,37,6
81,2020-04-09,50,38,7
81,2020-04-10,44,39,9
81,2020-04-11,41,39,10
81,2020-04-12,43,39,10
81,2020-04-13,44,40,11
81,2020-04-14,43,41,13
81,2020-04-15,41,41,14
81,2020-04-16,42,41,15
81,2020-04-17,43,41,15
81,2020-04-18,43,41,15
81,2020-04-19,43,41,15
81,2020-04-20,39,41,17
81,2020-04-21,37,42,17
81,2020-04-22,37,42,17
81,2020-04-23,36,42,17
81,2020-04-24,35,42,18
81,2020-04-25,36,42,18
81,2020-04-26,36,42,18
81,2020-04-27,37,42,19
81,2020-04-28,38,43,19
81,2020-04-29,38,43,19
81,2020-04-30,44,43,19
81,2020-05-01,35,44,19
81,2020-05-02,35,44,20
81,2020-05-03,35,44,20
81,2020-05-04,34,44,20
81,2020-05-05,31,44,21
82,2020-03-19,0,0,0
82,2020-03-20,0,0,0
82,2020-03-21,2,1,0
82,2020-03-22,2,1,0
82,2020-03-23,1,1,0
82,2020-03-24,1,1,0
82,2020-03-25,1,1,0
82,2020-03-26,1,1,0
82,2020-03-27,2,1,0
82,2020-03-28,2,1,0
82,2020-03-29,2,1,0
82,2020-03-30,5,4,0
82,2020-03-31,7,4,0
82,2020-04-01,10,5,1
82,2020-04-02,10,5,1
82,2020-04-03,12,6,1
82,2020-04-04,12,6,1
82,2020-04-05,15,8,1
82,2020-04-06,16,9,2
82,2020-04-07,16,9,2
82,2020-04-08,18,11,2
82,2020-04-09,18,11,2
82,2020-04-10,17,11,2
82,2020-04-11,16,11,2
82,2020-04-12,16,11,2
82,2020-04-13,16,11,2
82,2020-04-14,16,12,2
82,2020-04-15,18,13,2
82,2020-04-16,16,14,2
82,2020-04-17,14,14,2
82,2020-04-18,14,14,2
82,2020-04-19,15,15,2
82,2020-04-20,16,16,2
82,2020-04-21,16,16,2
82,2020-04-22,16,16,2
82,2020-04-23,14,16,2
82,2020-04-24,13,16,2
82,2020-04-25,13,16,2
82,2020-04-26,13,16,2
82,2020-04-27,15,17,3
82,2020-04-28,15,17,3
82,2020-04-29,14,17,3
82,2020-04-30,14,17,3
82,2020-05-01,14,17,3
82,2020-05-02,14,17,3
82,2020-05-03,14,17,3
82,2020-05-04,14,17,3
82,2020-05-05,14,17,3
83,2020-03-19,0,4,2
83,2020-03-20,6,7,2
83,2020-03-21,13,10,2
83,2020-03-22,24,14,2
83,2020-03-23,24,15,5
83,2020-03-24,36,18,7
83,2020-03-25,58,23,8
83,2020-03-26,69,26,12
83,2020-03-27,79,28,12
83,2020-03-28,104,32,12
83,2020-03-29,122,38,13
83,2020-03-30,135,43,18
83,2020-03-31,144,55,24
83,2020-04-01,140,58,27
